sample_nr,label,label_name,unique_label_count,labels_json,has_single_label,row_count,first_global_row,last_global_row,contiguous_segment_count,rows_are_contiguous,first_timestamp,last_timestamp,minimum_timestamp,maximum_timestamp,duration_seconds,timestamp_decrease_count,timestamp_equal_count,positive_delta_count,timestamps_monotonic_nondecreasing,mean_positive_delta_seconds,std_positive_delta_seconds,minimum_positive_delta_seconds,maximum_positive_delta_seconds,estimated_sampling_rate_hz,runtime_state_count,runtime_states_json
2234,0,normal_tightening,1,[0],True,1368,3457233,3458600,1,True,13948.33,13962,13948.33,13962,13.67,0,0,1367,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2235,5,supplementary_operation,1,[5],True,1853,3458601,3460453,1,True,13962.01,13980.53,13962.01,13980.53,18.52,0,0,1852,True,0.01,1.18720799535e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2236,0,normal_tightening,1,[0],True,1242,3460454,3461695,1,True,13980.54,13992.95,13980.54,13992.95,12.41,0,0,1241,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2237,5,supplementary_operation,1,[5],True,1822,3461696,3463517,1,True,13992.96,14011.17,13992.96,14011.17,18.21,0,0,1821,True,0.01,1.15245288897e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2238,0,normal_tightening,1,[0],True,1547,3463518,3465064,1,True,14011.18,14026.64,14011.18,14026.64,15.46,0,0,1546,True,0.01,3.86105942348e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2239,5,supplementary_operation,1,[5],True,1857,3465065,3466921,1,True,14026.65,14045.21,14026.65,14045.21,18.56,0,0,1856,True,0.01,1.19290207116e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2240,0,normal_tightening,1,[0],True,1551,3466922,3468472,1,True,14045.22,14060.72,14045.22,14060.72,15.5,0,0,1550,True,0.01,3.86105942348e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2241,5,supplementary_operation,1,[5],True,1811,3468473,3470283,1,True,14060.73,14078.83,14060.73,14078.83,18.1,0,0,1810,True,0.01,1.12266870693e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2242,0,normal_tightening,1,[0],True,1555,3470284,3471838,1,True,14078.84,14094.38,14078.84,14094.38,15.54,0,0,1554,True,0.01,4.50874602679e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2243,5,supplementary_operation,1,[5],True,1853,3471839,3473691,1,True,14094.39,14112.91,14094.39,14112.91,18.52,0,0,1852,True,0.01,1.18720799535e-09,0.00999999999476,0.0100000000057,100,2,"[1, 2]"
2244,0,normal_tightening,1,[0],True,1534,3473692,3475225,1,True,14112.92,14128.25,14112.92,14128.25,15.33,0,0,1533,True,0.01,2.32830643654e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2245,5,supplementary_operation,1,[5],True,1793,3475226,3477018,1,True,14128.26,14146.18,14128.26,14146.18,17.92,0,0,1792,True,0.01,1.09207252036e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2246,0,normal_tightening,1,[0],True,1574,3477019,3478592,1,True,14146.19,14161.92,14146.19,14161.92,15.73,0,0,1573,True,0.01,5.20625146455e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2247,5,supplementary_operation,1,[5],True,1777,3478593,3480369,1,True,14161.93,14179.69,14161.93,14179.69,17.76,0,0,1776,True,0.01,1.07959128165e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2248,0,normal_tightening,1,[0],True,1571,3480370,3481940,1,True,14179.7,14195.4,14179.7,14195.4,15.7,0,0,1570,True,0.01,5.20625146455e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2249,5,supplementary_operation,1,[5],True,1876,3481941,3483816,1,True,14195.41,14214.16,14195.41,14214.16,18.75,0,0,1875,True,0.01,1.22097419595e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2250,0,normal_tightening,1,[0],True,1527,3483817,3485343,1,True,14214.17,14229.43,14214.17,14229.43,15.26,0,0,1526,True,0.01,2.01637252184e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2251,5,supplementary_operation,1,[5],True,1806,3485344,3487149,1,True,14229.44,14247.49,14229.44,14247.49,18.05,0,0,1805,True,0.01,1.11053139136e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2252,0,normal_tightening,1,[0],True,1545,3487150,3488694,1,True,14247.5,14262.94,14247.5,14262.94,15.44,0,0,1544,True,0.01,3.68137571515e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2253,5,supplementary_operation,1,[5],True,1867,3488695,3490561,1,True,14262.95,14281.61,14262.95,14281.61,18.66,0,0,1866,True,0.01,1.2098235131e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2254,0,normal_tightening,1,[0],True,1506,3490562,3492067,1,True,14281.62,14296.67,14281.62,14296.67,15.05,0,0,1505,True,0.01,0,0.00999999999476,0.0100000000057,100,2,"[1, 2]"
2255,5,supplementary_operation,1,[5],True,1793,3492068,3493860,1,True,14296.68,14314.6,14296.68,14314.6,17.92,0,0,1792,True,0.01,1.0982599496e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2256,0,normal_tightening,1,[0],True,1508,3493861,3495368,1,True,14314.61,14329.68,14314.61,14329.68,15.07,0,0,1507,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2257,5,supplementary_operation,1,[5],True,1794,3495369,3497162,1,True,14329.69,14347.62,14329.69,14347.62,17.93,0,0,1793,True,0.01,1.10441271454e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2258,0,normal_tightening,1,[0],True,1458,3497163,3498620,1,True,14347.63,14362.2,14347.63,14362.2,14.57,0,0,1457,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2259,5,supplementary_operation,1,[5],True,1842,3498621,3500462,1,True,14362.21,14380.62,14362.21,14380.62,18.41,0,0,1841,True,0.01,1.17573711769e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2260,0,normal_tightening,1,[0],True,1508,3500463,3501970,1,True,14380.63,14395.7,14380.63,14395.7,15.07,0,0,1507,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2261,5,supplementary_operation,1,[5],True,1832,3501971,3503802,1,True,14395.71,14414.02,14395.71,14414.02,18.31,0,0,1831,True,0.01,1.15831782705e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2262,0,normal_tightening,1,[0],True,1364,3503803,3505166,1,True,14414.03,14427.66,14414.03,14427.66,13.63,0,0,1363,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2263,5,supplementary_operation,1,[5],True,1831,3505167,3506997,1,True,14427.67,14445.97,14427.67,14445.97,18.3,0,0,1830,True,0.01,1.15245288897e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2264,0,normal_tightening,1,[0],True,1535,3506998,3508532,1,True,14445.98,14461.32,14445.98,14461.32,15.34,0,0,1534,True,0.01,2.60312573228e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2265,5,supplementary_operation,1,[5],True,1814,3508533,3510346,1,True,14461.33,14479.49,14461.33,14479.49,18.16,0,0,1813,True,0.0100165471594,0.000406445304505,0.00999999999476,0.0200000000004,99.8348017621,3,"[0, 1, 2]"
2266,0,normal_tightening,1,[0],True,1412,3510347,3511758,1,True,14479.5,14493.68,14479.5,14493.68,14.18,0,0,1411,True,0.0100496102055,0.00079710998435,0.00999999999476,0.0300000000007,99.5063469676,3,"[0, 1, 2]"
2267,5,supplementary_operation,1,[5],True,1359,3511759,3513117,1,True,14493.69,14507.27,14493.69,14507.27,13.58,0,0,1358,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2268,0,normal_tightening,1,[0],True,1557,3513118,3514674,1,True,14507.28,14522.85,14507.28,14522.85,15.57,0,0,1556,True,0.0100064267352,0.000253428588098,0.00999999999476,0.0200000000004,99.9357739242,3,"[0, 1, 2]"
2269,5,supplementary_operation,1,[5],True,1088,3514675,3515762,1,True,14522.86,14533.76,14522.86,14533.76,10.9,0,0,1087,True,0.010027598896,0.000524621064549,0.00999999999476,0.0200000000004,99.7247706422,3,"[0, 1, 2]"
2270,2,extra_component,1,[2],True,1385,3515763,3517147,1,True,14533.77,14547.61,14533.77,14547.61,13.84,0,0,1384,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2271,5,supplementary_operation,1,[5],True,1388,3517148,3518535,1,True,14547.62,14561.53,14547.62,14561.53,13.91,0,0,1387,True,0.0100288392213,0.00107365597502,0.00999999999476,0.0499999999956,99.7124370956,3,"[0, 1, 2]"
2272,0,normal_tightening,1,[0],True,1418,3518536,3519953,1,True,14561.54,14575.71,14561.54,14575.71,14.17,0,0,1417,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2273,5,supplementary_operation,1,[5],True,1383,3519954,3521336,1,True,14575.72,14589.74,14575.72,14589.74,14.02,0,0,1382,True,0.0101447178003,0.00130983600567,0.00999999999476,0.0300000000007,98.5734664765,3,"[0, 1, 2]"
2274,0,normal_tightening,1,[0],True,1308,3521337,3522644,1,True,14589.75,14603.15,14589.75,14603.15,13.4,0,0,1307,True,0.0102524866106,0.00170885434765,0.00999999999476,0.0300000000007,97.5373134328,3,"[0, 1, 2]"
2275,5,supplementary_operation,1,[5],True,1459,3522645,3524103,1,True,14603.16,14617.81,14603.16,14617.81,14.65,0,0,1458,True,0.0100480109739,0.000784205902249,0.00999999999476,0.0300000000007,99.5221843003,3,"[0, 1, 2]"
2276,0,normal_tightening,1,[0],True,1322,3524104,3525425,1,True,14617.82,14631.03,14617.82,14631.03,13.21,0,0,1321,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2277,5,supplementary_operation,1,[5],True,1800,3525426,3527225,1,True,14631.04,14649.03,14631.04,14649.03,17.99,0,0,1799,True,0.01,1.10441271454e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2278,0,normal_tightening,1,[0],True,1320,3527226,3528545,1,True,14649.04,14662.23,14649.04,14662.23,13.19,0,0,1319,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2279,5,supplementary_operation,1,[5],True,1871,3528546,3530416,1,True,14662.24,14680.94,14662.24,14680.94,18.7,0,0,1870,True,0.01,1.22097419595e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2280,0,normal_tightening,1,[0],True,1469,3530417,3531885,1,True,14680.95,14695.64,14680.95,14695.64,14.69,0,0,1468,True,0.0100068119891,0.000260908964619,0.00999999999476,0.0200000000004,99.9319264806,3,"[0, 1, 2]"
2281,5,supplementary_operation,1,[5],True,1876,3531886,3533761,1,True,14695.65,14714.41,14695.65,14714.41,18.76,0,0,1875,True,0.0100053333333,0.000230878515447,0.00999999999476,0.0200000000004,99.9466950959,3,"[0, 1, 2]"
2282,0,normal_tightening,1,[0],True,1266,3533762,3535027,1,True,14714.42,14727.07,14714.42,14727.07,12.65,0,0,1265,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2283,5,supplementary_operation,1,[5],True,1823,3535028,3536850,1,True,14727.08,14745.3,14727.08,14745.3,18.22,0,0,1822,True,0.01,1.14063254687e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2284,0,normal_tightening,1,[0],True,1702,3536851,3538552,1,True,14745.31,14762.34,14745.31,14762.34,17.03,0,0,1701,True,0.0100117577895,0.00034269468883,0.00999999999476,0.0200000000004,99.8825601879,3,"[0, 1, 2]"
2285,5,supplementary_operation,1,[5],True,1815,3538553,3540367,1,True,14762.35,14780.5,14762.35,14780.5,18.15,0,0,1814,True,0.0100055126792,0.000234726227753,0.00999999999476,0.0200000000004,99.9449035813,3,"[0, 1, 2]"
2286,0,normal_tightening,1,[0],True,1572,3540368,3541939,1,True,14780.51,14796.22,14780.51,14796.22,15.71,0,0,1571,True,0.01,4.93908380987e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2287,5,supplementary_operation,1,[5],True,1831,3541940,3543770,1,True,14796.23,14814.54,14796.23,14814.54,18.31,0,0,1830,True,0.0100054644809,0.000233698412913,0.00999999999476,0.0200000000004,99.9453850355,3,"[0, 1, 2]"
2288,0,normal_tightening,1,[0],True,1577,3543771,3545347,1,True,14814.55,14830.6,14814.55,14830.6,16.05,0,0,1576,True,0.0101840101523,0.00139037597075,0.00999999999476,0.0299999999988,98.1931464174,3,"[0, 1, 2]"
2289,5,supplementary_operation,1,[5],True,1822,3545348,3547169,1,True,14830.61,14848.85,14830.61,14848.85,18.24,0,0,1821,True,0.0100164744646,0.000405553002469,0.00999999999476,0.0200000000004,99.8355263158,3,"[0, 1, 2]"
2290,0,normal_tightening,1,[0],True,1616,3547170,3548785,1,True,14848.86,14865.03,14848.86,14865.03,16.17,0,0,1615,True,0.0100123839009,0.000351689704533,0.00999999999476,0.0200000000004,99.876314162,3,"[0, 1, 2]"
2291,5,supplementary_operation,1,[5],True,1851,3548786,3550636,1,True,14865.04,14883.58,14865.04,14883.58,18.54,0,0,1850,True,0.0100216216216,0.000464487590464,0.00999999999476,0.0200000000004,99.7842502697,3,"[0, 1, 2]"
2292,0,normal_tightening,1,[0],True,1566,3550637,3552202,1,True,14883.59,14899.28,14883.59,14899.28,15.69,0,0,1565,True,0.0100255591054,0.000504913642628,0.00999999999476,0.0200000000059,99.7450605481,3,"[0, 1, 2]"
2293,5,supplementary_operation,1,[5],True,1872,3552203,3554074,1,True,14899.29,14918,14899.29,14918,18.71,0,0,1871,True,0.01,1.21541164221e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2294,0,normal_tightening,1,[0],True,1537,3554075,3555611,1,True,14918.01,14933.38,14918.01,14933.38,15.37,0,0,1536,True,0.0100065104167,0.000255072109701,0.00999999999476,0.0200000000004,99.9349381913,3,"[0, 1, 2]"
2295,5,supplementary_operation,1,[5],True,1877,3555612,3557488,1,True,14933.39,14952.17,14933.39,14952.17,18.78,0,0,1876,True,0.0100106609808,0.000461634010647,0.00999999999476,0.0300000000043,99.8935037274,2,"[1, 2]"
2296,0,normal_tightening,1,[0],True,1512,3557489,3559000,1,True,14952.18,14967.29,14952.18,14967.29,15.11,0,0,1511,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2297,5,supplementary_operation,1,[5],True,1828,3559001,3560828,1,True,14967.3,14985.57,14967.3,14985.57,18.27,0,0,1827,True,0.01,1.14655795062e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2298,0,normal_tightening,1,[0],True,1535,3560829,3562363,1,True,14985.58,15000.93,14985.58,15000.93,15.35,0,0,1534,True,0.0100065189048,0.000255238226223,0.00999999999476,0.0200000000004,99.9348534202,3,"[0, 1, 2]"
2299,5,supplementary_operation,1,[5],True,1805,3562364,3564168,1,True,15000.94,15018.98,15000.94,15018.98,18.04,0,0,1804,True,0.01,1.11053139136e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2300,0,normal_tightening,1,[0],True,1522,3564169,3565690,1,True,15018.99,15034.2,15018.99,15034.2,15.21,0,0,1521,True,0.01,2.01637252184e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2301,5,supplementary_operation,1,[5],True,1813,3565691,3567503,1,True,15034.21,15052.4,15034.21,15052.4,18.19,0,0,1812,True,0.0100386313466,0.000620339491585,0.00999999999476,0.0200000000004,99.6151731721,3,"[0, 1, 2]"
2302,0,normal_tightening,1,[0],True,1532,3567504,3569035,1,True,15052.41,15067.72,15052.41,15067.72,15.31,0,0,1531,True,0.01,2.60312573228e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2303,5,supplementary_operation,1,[5],True,998,3569036,3570033,1,True,15067.73,15077.71,15067.73,15077.71,9.98,0,0,997,True,0.0100100300903,0.000316544309702,0.00999999999476,0.0200000000004,99.8997995992,2,"[1, 2]"
2304,2,extra_component,1,[2],True,1328,3570034,3571361,1,True,15077.72,15090.99,15077.72,15090.99,13.27,0,0,1327,True,0.01,0,0.00999999999476,0.0100000000057,100,2,"[1, 2]"
2305,5,supplementary_operation,1,[5],True,1856,3571362,3573217,1,True,15091,15109.55,15091,15109.55,18.55,0,0,1855,True,0.01,1.19290207116e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2306,0,normal_tightening,1,[0],True,1377,3573218,3574594,1,True,15109.56,15123.32,15109.56,15123.32,13.76,0,0,1376,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2307,5,supplementary_operation,1,[5],True,1783,3574595,3576377,1,True,15123.33,15141.15,15123.33,15141.15,17.82,0,0,1782,True,0.01,1.07329623509e-09,0.00999999999476,0.0100000000057,100,2,"[1, 2]"
2308,0,normal_tightening,1,[0],True,1336,3576378,3577713,1,True,15141.16,15154.51,15141.16,15154.51,13.35,0,0,1335,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2309,5,supplementary_operation,1,[5],True,1044,3577714,3578757,1,True,15154.52,15164.95,15154.52,15164.95,10.43,0,0,1043,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2310,2,extra_component,1,[2],True,1319,3578758,3580076,1,True,15164.96,15178.17,15164.96,15178.17,13.21,0,0,1318,True,0.0100227617602,0.000476549582614,0.00999999999476,0.0200000000004,99.7728993187,3,"[0, 1, 2]"
2311,5,supplementary_operation,1,[5],True,1821,3580077,3581897,1,True,15178.18,15196.45,15178.18,15196.45,18.27,0,0,1820,True,0.0100384615385,0.000618979882282,0.00999999999476,0.0200000000004,99.6168582375,2,"[1, 2]"
2312,0,normal_tightening,1,[0],True,1284,3581898,3583181,1,True,15196.46,15209.29,15196.46,15209.29,12.83,0,0,1283,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2313,5,supplementary_operation,1,[5],True,1837,3583182,3585018,1,True,15209.3,15227.66,15209.3,15227.66,18.36,0,0,1836,True,0.01,1.16415321827e-09,0.00999999999476,0.0100000000057,100,2,"[1, 2]"
2314,0,normal_tightening,1,[0],True,1289,3585019,3586307,1,True,15227.67,15240.55,15227.67,15240.55,12.88,0,0,1288,True,0.01,0,0.00999999999476,0.0100000000057,100,2,"[1, 2]"
2315,5,supplementary_operation,1,[5],True,1831,3586308,3588138,1,True,15240.56,15258.87,15240.56,15258.87,18.31,0,0,1830,True,0.0100054644809,0.00023369841287,0.00999999999476,0.0199999999986,99.9453850355,3,"[0, 1, 2]"
2316,0,normal_tightening,1,[0],True,1309,3588139,3589447,1,True,15258.88,15271.96,15258.88,15271.96,13.08,0,0,1308,True,0.01,0,0.00999999999476,0.0100000000057,100,2,"[1, 2]"
2317,5,supplementary_operation,1,[5],True,1873,3589448,3591320,1,True,15271.97,15290.69,15271.97,15290.69,18.72,0,0,1872,True,0.01,1.15245288897e-09,0.00999999999476,0.0100000000057,100,2,"[1, 2]"
2318,0,normal_tightening,1,[0],True,1708,3591321,3593028,1,True,15290.7,15307.78,15290.7,15307.78,17.08,0,0,1707,True,0.0100058582308,0.00024196691774,0.00999999999476,0.0200000000004,99.9414519906,2,"[1, 2]"
2319,5,supplementary_operation,1,[5],True,1855,3593029,3594883,1,True,15307.79,15326.34,15307.79,15326.34,18.55,0,0,1854,True,0.0100053937433,0.000232181696345,0.00999999999476,0.0200000000004,99.9460916442,2,"[1, 2]"
2320,0,normal_tightening,1,[0],True,1617,3594884,3596500,1,True,15326.35,15342.51,15326.35,15342.51,16.16,0,0,1616,True,0.01,6.88722331903e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2321,5,supplementary_operation,1,[5],True,1047,3596501,3597547,1,True,15342.52,15352.98,15342.52,15352.98,10.46,0,0,1046,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2322,2,extra_component,1,[2],True,1503,3597548,3599050,1,True,15352.99,15368.05,15352.99,15368.05,15.06,0,0,1502,True,0.0100266311585,0.000515366244459,0.00999999999476,0.0200000000004,99.7343957503,2,"[1, 2]"
2323,5,supplementary_operation,1,[5],True,1815,3599051,3600865,1,True,15368.06,15386.24,15368.06,15386.24,18.18,0,0,1814,True,0.0100220507166,0.000742146671526,0.00999999999476,0.0399999999991,99.7799779978,3,"[0, 1, 2]"
2324,0,normal_tightening,1,[0],True,1531,3600866,3602396,1,True,15386.25,15401.55,15386.25,15401.55,15.3,0,0,1530,True,0.01,2.32830643654e-10,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2325,5,supplementary_operation,1,[5],True,1801,3602397,3604197,1,True,15401.56,15419.56,15401.56,15419.56,18,0,0,1800,True,0.01,1.04125029291e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2326,0,normal_tightening,1,[0],True,1540,3604198,3605737,1,True,15419.57,15434.98,15419.57,15434.98,15.41,0,0,1539,True,0.0100129954516,0.00036025773291,0.00999999999476,0.0199999999986,99.8702141467,3,"[0, 1, 2]"
2327,5,supplementary_operation,1,[5],True,1809,3605738,3607546,1,True,15434.99,15453.07,15434.99,15453.07,18.08,0,0,1808,True,0.01,1.04773789644e-09,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2328,0,normal_tightening,1,[0],True,1663,3607547,3609209,1,True,15453.08,15469.71,15453.08,15469.71,16.63,0,0,1662,True,0.0100060168472,0.000245218819129,0.00999999999476,0.0199999999986,99.939867709,3,"[0, 1, 2]"
2329,5,supplementary_operation,1,[5],True,1799,3609210,3611008,1,True,15469.72,15487.71,15469.72,15487.71,17.99,0,0,1798,True,0.0100055617353,0.000235767724086,0.00999999999476,0.0200000000004,99.9444135631,3,"[0, 1, 2]"
2330,0,normal_tightening,1,[0],True,1371,3611009,3612379,1,True,15487.72,15501.58,15487.72,15501.58,13.86,0,0,1370,True,0.0101167883212,0.00107435734268,0.00999999999476,0.0200000000059,98.8455988456,2,"[1, 2]"
2331,5,supplementary_operation,1,[5],True,1773,3612380,3614152,1,True,15501.59,15519.63,15501.59,15519.63,18.04,0,0,1772,True,0.0101805869074,0.00137336239232,0.00999999999476,0.0300000000007,98.2261640798,3,"[0, 1, 2]"
2332,0,normal_tightening,1,[0],True,1295,3614153,3615447,1,True,15519.64,15532.81,15519.64,15532.81,13.17,0,0,1294,True,0.0101777434312,0.00143351337477,0.00999999999476,0.0299999999988,98.2536066819,3,"[0, 1, 2]"
2333,5,supplementary_operation,1,[5],True,1797,3615448,3617244,1,True,15532.82,15550.96,15532.82,15550.96,18.14,0,0,1796,True,0.0101002227171,0.00105049567024,0.00999999999476,0.0300000000007,99.0077177508,3,"[0, 1, 2]"
2334,0,normal_tightening,1,[0],True,1303,3617245,3618547,1,True,15550.97,15564.19,15550.97,15564.19,13.22,0,0,1302,True,0.010153609831,0.00134897071575,0.00999999999476,0.0299999999988,98.4871406959,3,"[0, 1, 2]"
2335,5,supplementary_operation,1,[5],True,1020,3618548,3619567,1,True,15564.2,15574.39,15564.2,15574.39,10.19,0,0,1019,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2336,2,extra_component,1,[2],True,1355,3619568,3620922,1,True,15574.4,15587.94,15574.4,15587.94,13.54,0,0,1354,True,0.01,0,0.00999999999476,0.0100000000057,100,3,"[0, 1, 2]"
2337,5,supplementary_operation,1,[5],True,1776,3620923,3622698,1,True,6122.138,6139.908,6122.138,6139.908,17.77,0,0,1775,True,0.0100112676056,0.000335483378741,0.00999999999658,0.0200000000013,99.8874507597,3,"[0, 1, 2]"
2338,1,damaged_screw,1,[1],True,1351,3622699,3624049,1,True,6139.918,6153.508,6139.918,6153.508,13.59,0,0,1350,True,0.0100666666667,0.00112018516989,0.00999999999658,0.04,99.3377483444,3,"[0, 1, 2]"
2339,5,supplementary_operation,1,[5],True,1367,3624050,3625416,1,True,6153.518,6167.178,6153.518,6167.178,13.66,0,0,1366,True,0.01,6.88722331903e-10,0.00999999999658,0.0100000000039,100,3,"[0, 1, 2]"
2340,0,normal_tightening,1,[0],True,1435,3625417,3626851,1,True,6167.188,6181.558,6167.188,6181.558,14.37,0,0,1434,True,0.0100209205021,0.000590116401522,0.00999999999658,0.0299999999961,99.7912317328,3,"[0, 1, 2]"
2341,5,supplementary_operation,1,[5],True,1303,3626852,3628154,1,True,6181.568,6194.608,6181.568,6194.608,13.04,0,0,1302,True,0.0100153609831,0.000391629762877,0.00999999999658,0.0199999999986,99.8466257669,3,"[0, 1, 2]"
2342,0,normal_tightening,1,[0],True,1394,3628155,3629548,1,True,6194.618,6208.578,6194.618,6208.578,13.96,0,0,1393,True,0.0100215362527,0.000598726761357,0.00999999999658,0.0300000000016,99.7851002865,3,"[0, 1, 2]"
2343,5,supplementary_operation,1,[5],True,1316,3629549,3630864,1,True,6208.588,6221.748,6208.588,6221.748,13.16,0,0,1315,True,0.0100076045627,0.000275658843567,0.00999999999658,0.0200000000023,99.9240121581,2,"[1, 2]"
2344,0,normal_tightening,1,[0],True,1389,3630865,3632253,1,True,6221.758,6235.648,6221.758,6235.648,13.89,0,0,1388,True,0.0100072046109,0.000268317355266,0.00999999999658,0.0200000000032,99.9280057595,3,"[0, 1, 2]"
2345,5,supplementary_operation,1,[5],True,1387,3632254,3633640,1,True,6235.658,6249.548,6235.658,6249.548,13.89,0,0,1386,True,0.0100216450216,0.000600234832278,0.00999999999658,0.0300000000016,99.7840172786,2,"[1, 2]"
2346,1,damaged_screw,1,[1],True,1348,3633641,3634988,1,True,6249.558,6263.048,6249.558,6263.048,13.49,0,0,1347,True,0.0100148478099,0.000385042389953,0.00999999999658,0.0200000000013,99.8517420311,3,"[0, 1, 2]"
2347,5,supplementary_operation,1,[5],True,1474,3634989,3636462,1,True,6263.058,6277.788,6263.058,6277.788,14.73,0,0,1473,True,0.01,6.58544507983e-10,0.00999999999658,0.0100000000039,100,3,"[0, 1, 2]"
2348,0,normal_tightening,1,[0],True,1331,3636463,3637793,1,True,6277.798,6291.098,6277.798,6291.098,13.3,0,0,1330,True,0.01,6.68755109252e-10,0.00999999999658,0.0100000000039,100,3,"[0, 1, 2]"
2349,5,supplementary_operation,1,[5],True,1476,3637794,3639269,1,True,6291.108,6305.868,6291.108,6305.868,14.76,0,0,1475,True,0.010006779661,0.000260289543435,0.00999999999658,0.0200000000041,99.9322493225,3,"[0, 1, 2]"
2350,0,normal_tightening,1,[0],True,1472,3639270,3640741,1,True,6305.878,6320.598,6305.878,6320.598,14.72,0,0,1471,True,0.0100067980965,0.000260642957333,0.00999999999658,0.0199999999995,99.9320652174,2,"[1, 2]"
2351,5,supplementary_operation,1,[5],True,1502,3640742,3642243,1,True,6320.608,6335.618,6320.608,6335.618,15.01,0,0,1501,True,0.01,6.37632978038e-10,0.00999999999658,0.0100000000039,100,3,"[0, 1, 2]"
2352,0,normal_tightening,1,[0],True,1332,3642244,3643575,1,True,6335.628,6348.968,6335.628,6348.968,13.34,0,0,1331,True,0.010022539444,0.000474221903523,0.00999999999658,0.0200000000041,99.7751124438,2,"[1, 2]"
2353,5,supplementary_operation,1,[5],True,1826,3643576,3645401,1,True,6348.978,6367.248,6348.978,6367.248,18.27,0,0,1825,True,0.0100109589041,0.000330860912645,0.00999999999658,0.0200000000023,99.890530925,3,"[0, 1, 2]"
